"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Apache County, AZ"	"04001"	479	30039	1594.6	1795.9
	"Cochise County, AZ"	"04003"	1311	78182	1676.9	1802.1
	"Coconino County, AZ"	"04005"	595	47867	1243.0	1454.5
	"Gila County, AZ"	"04007"	779	43698	1782.7	1983.1
	"Graham County, AZ"	"04009"	267	14329	1863.4	2020.0
	"Greenlee County, AZ"	"04011"	59	3349	1761.7	1838.0
	"La Paz County, AZ"	"04012"	305	22458	1358.1	1414.8
	"Maricopa County, AZ"	"04013"	27028	1778304	1519.9	1578.0
	"Mohave County, AZ"	"04015"	3377	170093	1985.4	2200.9
	"Navajo County, AZ"	"04017"	774	53514	1446.4	1670.0
	"Pima County, AZ"	"04019"	8991	557644	1612.3	1619.9
	"Pinal County, AZ"	"04021"	2708	233833	1158.1	1405.7
	"Santa Cruz County, AZ"	"04023"	301	22841	1317.8	1447.9
	"Yavapai County, AZ"	"04025"	3021	194237	1555.3	1703.7
	"Yuma County, AZ"	"04027"	1527	109900	1389.4	1405.6
	"Arkansas County, AR"	"05001"	234	9892	2365.5	2362.3
	"Ashley County, AR"	"05003"	253	11740	2155.0	2393.3
	"Baxter County, AR"	"05005"	732	37271	1964.0	2011.9
	"Benton County, AR"	"05007"	1799	97604	1843.2	1955.1
	"Boone County, AR"	"05009"	556	22531	2467.7	2512.5
	"Bradley County, AR"	"05011"	150	6153	2437.8	2427.5
	"Calhoun County, AR"	"05013"	64	3144	2035.6	2043.3
	"Carroll County, AR"	"05015"	336	17886	1878.6	2109.5
	"Chicot County, AR"	"05017"	158	6430	2457.2	2304.1
	"Clark County, AR"	"05019"	277	10975	2523.9	2506.4
	"Clay County, AR"	"05021"	261	9727	2683.3	2733.6
	"Cleburne County, AR"	"05023"	386	19675	1961.9	2014.8
	"Cleveland County, AR"	"05025"	113	4868	2321.3	2650.7
	"Columbia County, AR"	"05027"	319	12045	2648.4	2512.9
	"Conway County, AR"	"05029"	288	11719	2457.5	2465.9
	"Craighead County, AR"	"05031"	937	41113	2279.1	2364.0
	"Crawford County, AR"	"05033"	606	29130	2080.3	2296.1
	"Crittenden County, AR"	"05035"	395	18446	2141.4	2295.4
	"Cross County, AR"	"05037"	266	9118	2917.3	3031.7
	"Dallas County, AR"	"05039"	128	4769	2684.0	2600.9
	"Desha County, AR"	"05041"	189	6346	2978.3	3070.3
	"Drew County, AR"	"05043"	242	9151	2644.5	2661.3
	"Faulkner County, AR"	"05045"	862	42198	2042.8	2259.8
	"Franklin County, AR"	"05047"	238	9683	2457.9	2469.8
	"Fulton County, AR"	"05049"	188	9433	1993.0	2065.6
	"Garland County, AR"	"05051"	1531	64279	2381.8	2459.2
	"Grant County, AR"	"05053"	183	8980	2037.9	2321.3
	"Greene County, AR"	"05055"	480	20100	2388.1	2600.2
	"Hempstead County, AR"	"05057"	269	11031	2438.6	2528.0
	"Hot Spring County, AR"	"05059"	425	17589	2416.3	2633.8
	"Howard County, AR"	"05061"	179	6903	2593.1	2619.7
	"Independence County, AR"	"05063"	531	19031	2790.2	2836.4
	"Izard County, AR"	"05065"	196	10103	1940.0	1982.6
	"Jackson County, AR"	"05067"	227	8808	2577.2	2759.2
	"Jefferson County, AR"	"05069"	844	33275	2536.4	2643.9
	"Johnson County, AR"	"05071"	296	12560	2356.7	2516.8
	"Lafayette County, AR"	"05073"	105	4588	2288.6	2349.8
	"Lawrence County, AR"	"05075"	268	9848	2721.4	2717.6
	"Lee County, AR"	"05077"	111	4961	2237.5	2278.6
	"Lincoln County, AR"	"05079"	139	5806	2394.1	2527.6
	"Little River County, AR"	"05081"	193	7490	2576.8	2851.2
	"Logan County, AR"	"05083"	297	12737	2331.8	2435.5
	"Lonoke County, AR"	"05085"	587	27871	2106.1	2346.9
	"Madison County, AR"	"05087"	204	8557	2384.0	2658.5
	"Marion County, AR"	"05089"	278	13374	2078.7	2365.1
	"Miller County, AR"	"05091"	472	20276	2327.9	2487.1
	"Mississippi County, AR"	"05093"	458	17858	2564.7	2711.8
	"Monroe County, AR"	"05095"	132	4645	2841.8	2875.9
	"Montgomery County, AR"	"05097"	153	6973	2194.2	2310.6
	"Nevada County, AR"	"05099"	132	5116	2580.1	2640.9
	"Newton County, AR"	"05101"	122	5942	2053.2	2393.3
	"Ouachita County, AR"	"05103"	318	13841	2297.5	2343.3
	"Perry County, AR"	"05105"	130	5543	2345.3	2454.6
	"Phillips County, AR"	"05107"	230	9838	2337.9	2422.1
	"Pike County, AR"	"05109"	149	6196	2404.8	2672.4
	"Poinsett County, AR"	"05111"	347	12532	2768.9	3040.6
	"Polk County, AR"	"05113"	306	13296	2301.4	2486.7
	"Pope County, AR"	"05115"	578	27709	2086.0	2211.8
	"Prairie County, AR"	"05117"	114	5561	2050.0	2087.5
	"Pulaski County, AR"	"05119"	3167	164631	1923.7	1984.6
	"Randolph County, AR"	"05121"	253	10640	2377.8	2372.0
	"St. Francis County, AR"	"05123"	268	11378	2355.4	2568.2
	"Saline County, AR"	"05125"	1059	61374	1725.5	1978.8
	"Scott County, AR"	"05127"	119	6000	1983.3	2145.4
	"Searcy County, AR"	"05129"	129	5709	2259.6	2327.7
	"Sebastian County, AR"	"05131"	1233	56618	2177.8	2284.1
	"Sevier County, AR"	"05133"	161	7116	2262.5	2345.9
	"Sharp County, AR"	"05135"	315	13094	2405.7	2563.2
	"Stone County, AR"	"05137"	180	9759	1844.5	1981.0
	"Union County, AR"	"05139"	491	20362	2411.4	2451.7
	"Van Buren County, AR"	"05141"	276	12548	2199.6	2230.6
	"Washington County, AR"	"05143"	1636	74015	2210.4	2316.0
	"White County, AR"	"05145"	911	36527	2494.0	2662.1
	"Woodruff County, AR"	"05147"	116	4422	2623.2	2664.1
	"Yell County, AR"	"05149"	316	11336	2787.6	2889.8
	"Alameda County, CA"	"06001"	9472	623430	1519.3	1515.2
	"Alpine County, CA"	"06003"	11	727	1513.1 (Unreliable)	1841.0 (Unreliable)
	"Amador County, CA"	"06005"	498	28562	1743.6	1890.2
	"Butte County, CA"	"06007"	2377	118628	2003.7	1946.4
	"Calaveras County, CA"	"06009"	529	34666	1526.0	1814.4
	"Colusa County, CA"	"06011"	159	8665	1835.0	1846.4
	"Contra Costa County, CA"	"06013"	7689	491198	1565.4	1565.9
	"Del Norte County, CA"	"06015"	296	13301	2225.4	2387.6
	"El Dorado County, CA"	"06017"	1547	103318	1497.3	1638.3
	"Fresno County, CA"	"06019"	6832	335568	2036.0	2033.2
	"Glenn County, CA"	"06021"	267	12714	2100.0	2127.6
	"Humboldt County, CA"	"06023"	1311	65119	2013.2	2119.0
	"Imperial County, CA"	"06025"	1069	66412	1609.6	1582.9
	"Inyo County, CA"	"06027"	210	12159	1727.1	1625.2
	"Kern County, CA"	"06029"	5406	266319	2029.9	2209.1
	"Kings County, CA"	"06031"	713	42261	1687.1	1782.6
	"Lake County, CA"	"06033"	795	41037	1937.3	2159.3
	"Lassen County, CA"	"06035"	232	12225	1897.8	1993.6
	"Los Angeles County, CA"	"06037"	66940	3805227	1759.2	1714.4
	"Madera County, CA"	"06039"	1107	60980	1815.3	1992.7
	"Marin County, CA"	"06041"	2008	156712	1281.3	1231.5
	"Mariposa County, CA"	"06043"	209	13237	1578.9	1719.2
	"Mendocino County, CA"	"06045"	886	52036	1702.7	1888.3
	"Merced County, CA"	"06047"	1657	85380	1940.7	2019.4
	"Modoc County, CA"	"06049"	140	6383	2193.3	2372.5
	"Mono County, CA"	"06051"	44	5353	822.0	971.9
	"Monterey County, CA"	"06053"	2439	160024	1524.1	1461.9
	"Napa County, CA"	"06055"	1297	74355	1744.3	1674.1
	"Nevada County, CA"	"06057"	1102	72633	1517.2	1589.7
	"Orange County, CA"	"06059"	21085	1284425	1641.6	1609.0
	"Placer County, CA"	"06061"	3230	207642	1555.6	1554.0
	"Plumas County, CA"	"06063"	235	14203	1654.6	1922.7
	"Riverside County, CA"	"06065"	17524	956951	1831.2	1880.8
	"Sacramento County, CA"	"06067"	11266	592625	1901.0	1905.7
	"San Benito County, CA"	"06069"	310	20799	1490.5	1558.4
	"San Bernardino County, CA"	"06071"	13587	683360	1988.3	2164.9
	"San Diego County, CA"	"06073"	21277	1290205	1649.1	1596.6
	"San Francisco County, CA"	"06075"	5362	377448	1420.6	1287.6
	"San Joaquin County, CA"	"06077"	5304	261779	2026.1	2078.6
	"San Luis Obispo County, CA"	"06079"	2557	153794	1662.6	1631.8
	"San Mateo County, CA"	"06081"	5084	341507	1488.7	1403.3
	"Santa Barbara County, CA"	"06083"	3241	190397	1702.2	1522.0
	"Santa Clara County, CA"	"06085"	9912	714606	1387.1	1346.8
	"Santa Cruz County, CA"	"06087"	1699	116333	1460.5	1516.9
	"Shasta County, CA"	"06089"	2310	106784	2163.2	2264.0
	"Sierra County, CA"	"06091"	36	2474	1455.1	1775.2
	"Siskiyou County, CA"	"06093"	599	30604	1957.3	2131.6
	"Solano County, CA"	"06095"	2935	184273	1592.7	1708.0
	"Sonoma County, CA"	"06097"	4254	262987	1617.6	1632.4
	"Stanislaus County, CA"	"06099"	4199	200625	2093.0	2160.0
	"Sutter County, CA"	"06101"	852	42767	1992.2	2015.4
	"Tehama County, CA"	"06103"	683	34445	1982.9	2106.5
	"Trinity County, CA"	"06105"	154	9583	1607.0	1881.9
	"Tulare County, CA"	"06107"	3172	146727	2161.8	2269.8
	"Tuolumne County, CA"	"06109"	686	38898	1763.6	1883.0
	"Ventura County, CA"	"06111"	5862	357899	1637.9	1631.0
	"Yolo County, CA"	"06113"	1302	74758	1741.6	1702.6
	"Yuba County, CA"	"06115"	587	26330	2229.4	2512.5
	"Adams County, CO"	"08001"	2455	143707	1708.3	1913.7
	"Alamosa County, CO"	"08003"	124	6368	1947.2	2095.8
	"Arapahoe County, CO"	"08005"	3236	229864	1407.8	1516.7
	"Archuleta County, CO"	"08007"	102	8910	1144.8	1543.3
	"Baca County, CO"	"08009"	60	2784	2155.2	1714.3
	"Bent County, CO"	"08011"	57	2923	1950.1	1935.7
	"Boulder County, CO"	"08013"	1686	121289	1390.1	1467.5
	"Broomfield County, CO"	"08014"	323	24247	1332.1	1412.0
	"Chaffee County, CO"	"08015"	178	13115	1357.2	1522.5
	"Cheyenne County, CO"	"08017"	23	1037	2217.9	2100.7
	"Clear Creek County, CO"	"08019"	55	5181	1061.6	1521.6
	"Conejos County, CO"	"08021"	96	4396	2183.8	2540.3
	"Costilla County, CO"	"08023"	30	2891	1037.7	1254.8
	"Crowley County, CO"	"08025"	44	2134	2061.9	2252.5
	"Custer County, CO"	"08027"	24	4041	593.9	833.7
	"Delta County, CO"	"08029"	393	21710	1810.2	1922.2
	"Denver County, CO"	"08031"	3937	223831	1758.9	1758.4
	"Dolores County, CO"	"08033"	30	1372	2186.6	2474.9
	"Douglas County, CO"	"08035"	1040	101555	1024.1	1233.4
	"Eagle County, CO"	"08037"	63	14021	449.3	756.4
	"Elbert County, CO"	"08039"	111	10938	1014.8	1346.8
	"El Paso County, CO"	"08041"	3809	240029	1586.9	1761.6
	"Fremont County, CO"	"08043"	583	29222	1995.1	2119.0
	"Garfield County, CO"	"08045"	283	19621	1442.3	1686.8
	"Gilpin County, CO"	"08047"	27	2486	1086.1	1653.5
	"Grand County, CO"	"08049"	53	6463	820.1	1299.8
	"Gunnison County, CO"	"08051"	66	5572	1184.5	1656.3
	"Huerfano County, CO"	"08055"	95	6037	1573.6	1670.9
	"Jackson County, CO"	"08057"	14	884	1583.7 (Unreliable)	1627.3 (Unreliable)
	"Jefferson County, CO"	"08059"	4292	256222	1675.1	1787.1
	"Kiowa County, CO"	"08061"	20	1016	1968.5	1725.6
	"Kit Carson County, CO"	"08063"	89	4169	2134.8	1921.0
	"Lake County, CO"	"08065"	31	2564	1209.0	1460.8
	"La Plata County, CO"	"08067"	330	24419	1351.4	1627.7
	"Larimer County, CO"	"08069"	2117	142851	1482.0	1583.3
	"Las Animas County, CO"	"08071"	171	9648	1772.4	1846.8
	"Lincoln County, CO"	"08073"	69	2889	2388.4	2103.7
	"Logan County, CO"	"08075"	239	10801	2212.8	1952.4
	"Mesa County, CO"	"08077"	1571	77509	2026.9	2061.4
	"Mineral County, CO"	"08079"	11	594	1851.9 (Unreliable)	1993.3 (Unreliable)
	"Moffat County, CO"	"08081"	82	5193	1579.0	1774.4
	"Montezuma County, CO"	"08083"	274	15560	1760.9	1946.5
	"Montrose County, CO"	"08085"	488	26843	1818.0	1894.6
	"Morgan County, CO"	"08087"	276	13324	2071.5	1920.1
	"Otero County, CO"	"08089"	277	10755	2575.5	2543.0
	"Ouray County, CO"	"08091"	20	3570	560.2	916.2
	"Park County, CO"	"08093"	67	8527	785.7	1259.8
	"Phillips County, CO"	"08095"	65	2817	2307.4	1981.7
	"Pitkin County, CO"	"08097"	33	8698	379.4	499.3
	"Prowers County, CO"	"08099"	138	5908	2335.8	2299.6
	"Pueblo County, CO"	"08101"	1664	84823	1961.7	1990.9
	"Rio Blanco County, CO"	"08103"	52	2801	1856.5	1951.2
	"Rio Grande County, CO"	"08105"	141	6681	2110.5	2221.1
	"Routt County, CO"	"08107"	84	9378	895.7	1200.0
	"Saguache County, CO"	"08109"	50	3740	1336.9	1873.1
	"San Miguel County, CO"	"08113"	12	2722	440.9 (Unreliable)	717.9 (Unreliable)
	"Sedgwick County, CO"	"08115"	50	1759	2842.5	2411.0
	"Summit County, CO"	"08117"	42	10198	411.8	633.7
	"Teller County, CO"	"08119"	139	13393	1037.9	1601.8
	"Washington County, CO"	"08121"	66	3069	2150.5	1802.8
	"Weld County, CO"	"08123"	1549	98109	1578.9	1759.1
	"Yuma County, CO"	"08125"	93	5563	1671.8	1527.4
	"Fairfield County, CT"	"09001"	7241	413227	1752.3	1573.3
	"Hartford County, CT"	"09003"	8177	427582	1912.4	1726.5
	"Litchfield County, CT"	"09005"	1940	105225	1843.7	1822.1
	"Middlesex County, CT"	"09007"	1480	89826	1647.6	1594.5
	"New Haven County, CT"	"09009"	7766	410542	1891.6	1744.5
	"New London County, CT"	"09011"	2518	134934	1866.1	1827.3
	"Tolland County, CT"	"09013"	1061	65215	1626.9	1660.1
	"Windham County, CT"	"09015"	1045	53237	1962.9	1984.8
	"Kent County, DE"	"10001"	1501	83189	1804.3	1991.1
	"New Castle County, DE"	"10003"	4349	236305	1840.4	1859.3
	"Sussex County, DE"	"10005"	2662	161813	1645.1	1932.9
	"District of Columbia, DC"	"11001"	4362	230526	1892.2	1855.5
	"Alachua County, FL"	"12001"	1530	100725	1519.0	1556.3
	"Baker County, FL"	"12003"	208	10892	1909.7	2215.8
	"Bay County, FL"	"12005"	1837	89582	2050.6	2116.1
	"Bradford County, FL"	"12007"	258	14500	1779.3	1784.4
	"Brevard County, FL"	"12009"	7411	390897	1895.9	1861.0
	"Broward County, FL"	"12011"	17075	889391	1919.9	1776.5
	"Calhoun County, FL"	"12013"	169	7632	2214.4	2272.6
	"Charlotte County, FL"	"12015"	2792	199451	1399.8	1384.6
	"Citrus County, FL"	"12017"	3333	151014	2207.1	2268.9
	"Clay County, FL"	"12019"	1575	89727	1755.3	2027.5
	"Collier County, FL"	"12021"	3528	323376	1091.0	1038.0
	"Columbia County, FL"	"12023"	710	36148	1964.1	2092.1
	"DeSoto County, FL"	"12027"	311	21402	1453.1	1516.5
	"Dixie County, FL"	"12029"	213	10731	1984.9	2414.3
	"Duval County, FL"	"12031"	6827	359081	1901.2	2000.3
	"Escambia County, FL"	"12033"	2993	150990	1982.3	2049.8
	"Flagler County, FL"	"12035"	1334	91721	1454.4	1601.0
	"Franklin County, FL"	"12037"	113	7501	1506.5	1830.7
	"Gadsden County, FL"	"12039"	392	22081	1775.3	1916.5
	"Gilchrist County, FL"	"12041"	176	10168	1730.9	1804.1
	"Glades County, FL"	"12043"	120	11212	1070.3	1127.8
	"Gulf County, FL"	"12045"	162	8944	1811.3	2074.0
	"Hamilton County, FL"	"12047"	134	6937	1931.7	2109.0
	"Hardee County, FL"	"12049"	225	12422	1811.3	1842.7
	"Hendry County, FL"	"12051"	266	15192	1750.9	1814.3
	"Hernando County, FL"	"12053"	2560	148884	1719.5	1723.8
	"Highlands County, FL"	"12055"	1873	102071	1835.0	1724.7
	"Hillsborough County, FL"	"12057"	9339	542002	1723.1	1782.3
	"Holmes County, FL"	"12059"	300	11290	2657.2	2862.1
	"Indian River County, FL"	"12061"	2174	137326	1583.1	1442.0
	"Jackson County, FL"	"12063"	571	26716	2137.3	2165.0
	"Jefferson County, FL"	"12065"	155	8778	1765.8	1951.7
	"Lafayette County, FL"	"12067"	62	3744	1656.0	1708.5
	"Lake County, FL"	"12069"	4062	256214	1585.4	1607.0
	"Lee County, FL"	"12071"	7199	566064	1271.8	1320.5
	"Leon County, FL"	"12073"	1528	102250	1494.4	1589.2
	"Levy County, FL"	"12075"	529	27782	1904.1	2155.5
	"Liberty County, FL"	"12077"	59	3016	1956.2	2258.3
	"Madison County, FL"	"12079"	246	10270	2395.3	2585.5
	"Manatee County, FL"	"12081"	3952	282260	1400.1	1368.8
	"Marion County, FL"	"12083"	5347	291646	1833.4	1933.6
	"Martin County, FL"	"12085"	2215	139508	1587.7	1401.2
	"Miami-Dade County, FL"	"12086"	21833	1258383	1735.0	1642.5
	"Monroe County, FL"	"12087"	653	49479	1319.8	1467.7
	"Nassau County, FL"	"12089"	768	48803	1573.7	1829.3
	"Okaloosa County, FL"	"12091"	1632	92143	1771.2	1912.5
	"Okeechobee County, FL"	"12093"	482	21645	2226.8	2331.9
	"Orange County, FL"	"12095"	6995	424290	1648.6	1747.1
	"Osceola County, FL"	"12097"	2163	125267	1726.7	1929.2
	"Palm Beach County, FL"	"12099"	16030	981186	1633.7	1349.5
	"Pasco County, FL"	"12101"	5865	338981	1730.2	1751.1
	"Pinellas County, FL"	"12103"	11010	666046	1653.0	1526.8
	"Polk County, FL"	"12105"	7017	385052	1822.4	1920.0
	"Putnam County, FL"	"12107"	884	46543	1899.3	2038.2
	"St. Johns County, FL"	"12109"	1806	127315	1418.5	1514.3
	"St. Lucie County, FL"	"12111"	3280	206849	1585.7	1584.0
	"Santa Rosa County, FL"	"12113"	1246	74596	1670.3	1950.2
	"Sarasota County, FL"	"12115"	5650	421159	1341.5	1197.3
	"Seminole County, FL"	"12117"	3414	198991	1715.7	1733.9
	"Sumter County, FL"	"12119"	1832	195529	936.9	1236.1
	"Suwannee County, FL"	"12121"	613	26293	2331.4	2431.6
	"Taylor County, FL"	"12123"	235	12497	1880.5	2113.3
	"Union County, FL"	"12125"	161	5778	2786.4	3488.2
	"Volusia County, FL"	"12127"	7462	367886	2028.3	1993.6
	"Wakulla County, FL"	"12129"	241	13041	1848.0	2250.3
	"Walton County, FL"	"12131"	589	36373	1619.3	1901.2
	"Washington County, FL"	"12133"	302	12888	2343.3	2688.3
	"Appling County, GA"	"13001"	229	8908	2570.7	2761.8
	"Atkinson County, GA"	"13003"	61	3033	2011.2	2535.9
	"Bacon County, GA"	"13005"	121	4911	2463.9	2713.1
	"Baker County, GA"	"13007"	32	1773	1804.9	1932.8
	"Baldwin County, GA"	"13009"	423	19684	2149.0	2341.0
	"Banks County, GA"	"13011"	145	9018	1607.9	2026.2
	"Barrow County, GA"	"13013"	494	26078	1894.3	2191.6
	"Bartow County, GA"	"13015"	767	40528	1892.5	2195.8
	"Ben Hill County, GA"	"13017"	200	8225	2431.6	2613.0
	"Berrien County, GA"	"13019"	234	9417	2484.9	2712.5
	"Bibb County, GA"	"13021"	1695	66177	2561.3	2617.1
	"Bleckley County, GA"	"13023"	144	6526	2206.6	2146.7
	"Brantley County, GA"	"13025"	164	8300	1975.9	2289.5
	"Brooks County, GA"	"13027"	192	8776	2187.8	2540.2
	"Bryan County, GA"	"13029"	203	10995	1846.3	2039.8
	"Bulloch County, GA"	"13031"	464	23214	1998.8	2285.7
	"Burke County, GA"	"13033"	212	9920	2137.1	2410.4
	"Butts County, GA"	"13035"	220	10584	2078.6	2316.5
	"Calhoun County, GA"	"13037"	68	2493	2727.6	2632.6
	"Camden County, GA"	"13039"	285	18565	1535.1	1909.1
	"Candler County, GA"	"13043"	155	5592	2771.8	3097.3
	"Carroll County, GA"	"13045"	986	43981	2241.9	2573.2
	"Catoosa County, GA"	"13047"	640	32439	1972.9	2193.0
	"Charlton County, GA"	"13049"	66	5277	1250.7	1346.8
	"Chatham County, GA"	"13051"	2147	119576	1795.5	1884.1
	"Chattahoochee County, GA"	"13053"	39	1484	2628.0	2765.1
	"Chattooga County, GA"	"13055"	347	12428	2792.1	2939.2
	"Cherokee County, GA"	"13057"	1316	88356	1489.4	1918.7
	"Clarke County, GA"	"13059"	673	36688	1834.4	1891.9
	"Clay County, GA"	"13061"	43	2229	1929.1	2051.7
	"Clayton County, GA"	"13063"	1201	70334	1707.6	2102.3
	"Clinch County, GA"	"13065"	82	3155	2599.0	3110.7
	"Cobb County, GA"	"13067"	3659	244090	1499.0	1745.1
	"Coffee County, GA"	"13069"	395	16298	2423.6	2768.0
	"Colquitt County, GA"	"13071"	445	19622	2267.9	2474.6
	"Columbia County, GA"	"13073"	771	52094	1480.0	1723.1
	"Cook County, GA"	"13075"	168	7814	2150.0	2385.1
	"Coweta County, GA"	"13077"	949	52811	1797.0	2167.3
	"Crawford County, GA"	"13079"	100	6500	1538.5	1889.1
	"Crisp County, GA"	"13081"	219	11385	1923.6	1980.5
	"Dade County, GA"	"13083"	189	8596	2198.7	2450.1
